OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageFinish,KitchenQual,BsmtQual,ExterQual,Predicted_Price
8,39.730900147236056,3.0,678.0,1822.0,48.115294679164414,2,8,2005,2006,1,0.0,0.0,14.923808477528233,398669.83
9,48.32484386408612,3.0,958.0,2846.0,59.45282555334128,2,10,2003,2004,0,0.0,0.0,0.0,481905.4
8,44.25526446189716,3.0,756.0,1671.0,46.02788565551598,2,7,2002,2002,0,7.08229763200546,5.407762715750125,14.923808477528233,400268.27
8,33.913348744913286,2.0,484.0,1370.0,40.56290614388812,2,6,2006,2006,1,7.08229763200546,5.407762715750125,14.923808477528233,270410.51
6,33.233323265627185,2.0,430.0,1324.0,39.68728520234105,2,6,2005,2005,0,7.08229763200546,5.407762715750125,14.923808477528233,203553.1
7,30.36612913385526,2.0,437.0,1145.0,36.013269360538494,2,6,2006,2006,0,7.08229763200546,5.407762715750125,14.923808477528233,234961.87
7,33.97152898606,2.0,400.0,384.0,25.233443008133108,2,7,2004,2004,0,7.08229763200546,5.407762715750125,14.923808477528233,234765.7
7,38.687408862128486,2.0,433.0,847.0,28.50810237787927,2,7,2004,2004,0,7.08229763200546,5.407762715750125,14.923808477528233,252864.14
8,46.37596997521665,3.0,962.0,1629.0,45.3526853525346,2,7,1998,1998,0,7.08229763200546,0.0,14.923808477528233,430146.97
8,36.98050182787591,3.0,880.0,1595.0,44.53137314688887,2,6,2005,2006,1,7.08229763200546,5.407762715750125,14.923808477528233,375372.16
7,31.58207567218894,2.0,676.0,1218.0,37.56778143066852,2,4,2009,2010,1,7.08229763200546,5.407762715750125,14.923808477528233,246053.73
6,35.29822331733435,2.0,528.0,1468.0,42.35093053911816,2,6,2005,2005,0,7.08229763200546,0.0,14.923808477528233,210376.0
7,37.786480411663184,2.0,484.0,831.0,28.03089831252525,2,8,2004,2004,1,7.08229763200546,5.407762715750125,14.923808477528233,245074.33
5,27.944632849056905,1.0,429.0,816.0,32.93409926608542,1,5,1920,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,117238.5
6,35.652318578835136,2.0,461.0,1208.0,42.80912366885937,2,7,1974,2002,0,16.049574940745757,11.204495012747543,43.24625678898149,197177.22
8,45.20694933244847,3.0,762.0,1231.0,38.243947190201574,2,9,1993,1993,1,7.08229763200546,5.407762715750125,14.923808477528233,388888.39
8,44.009990515014316,3.0,713.0,1390.0,41.15785848585488,2,7,1992,1993,1,7.08229763200546,5.407762715750125,14.923808477528233,391866.12
7,35.571070536562445,2.0,506.0,1488.0,42.703953964239325,2,6,2004,2005,0,7.08229763200546,0.0,14.923808477528233,251369.47
7,38.045404296696965,2.0,588.0,840.0,28.300579537405596,2,3,2004,2004,1,7.08229763200546,5.407762715750125,14.923808477528233,255446.73
7,31.288717216673557,2.0,480.0,600.0,19.474495775757788,2,4,2004,2004,1,7.08229763200546,5.407762715750125,14.923808477528233,209079.9
7,31.288717216673557,2.0,480.0,600.0,19.474495775757788,2,4,2004,2005,1,7.08229763200546,5.407762715750125,14.923808477528233,209101.9
6,31.87145821073959,2.0,480.0,600.0,19.474495775757788,2,4,2005,2005,1,7.08229763200546,5.407762715750125,14.923808477528233,192770.95
6,35.89442049605044,2.0,440.0,756.0,25.64230887455122,2,5,2000,2000,2,7.08229763200546,5.407762715750125,14.923808477528233,205210.4
7,29.219541331368784,2.0,496.0,530.0,15.719041098878021,2,4,2003,2003,1,7.08229763200546,5.407762715750125,14.923808477528233,206856.3
8,34.60196830393168,3.0,852.0,1642.0,41.451190301855,1,6,2010,2010,1,7.08229763200546,0.0,14.923808477528233,349930.82
8,40.028083049548016,2.0,592.0,975.0,32.0090720502015,2,7,2000,2000,1,7.08229763200546,5.407762715750125,14.923808477528233,285456.17
7,35.625266610390625,2.0,596.0,1492.0,42.77410447112857,2,6,2002,2002,1,7.08229763200546,5.407762715750125,14.923808477528233,249965.07
6,39.81123907349329,2.0,535.0,1829.0,48.220324573396944,2,8,1967,1967,1,16.049574940745757,11.204495012747543,43.24625678898149,221680.44
6,46.55746192393893,2.0,660.0,1280.0,38.825647652117816,2,9,1993,1993,2,7.08229763200546,5.407762715750125,43.24625678898149,231134.36
6,40.512424357224965,2.0,678.0,1224.0,38.96437870409125,3,7,1978,1978,1,16.049574940745757,5.407762715750125,43.24625678898149,210841.84
6,37.612377341605864,2.0,441.0,715.0,30.835824271016083,1,7,1971,1971,1,16.049574940745757,11.204495012747543,43.24625678898149,214430.46
5,31.807487366715137,2.0,490.0,1232.0,37.85654592565408,1,6,1966,1966,1,16.049574940745757,11.204495012747543,43.24625678898149,170952.53
5,31.4359023986515,2.0,504.0,1209.0,37.380623252102545,1,6,1966,1966,1,16.049574940745757,5.407762715750125,43.24625678898149,165807.58
5,35.867640617845005,2.0,517.0,1510.0,43.08794610596405,2,6,1967,1967,1,7.08229763200546,11.204495012747543,43.24625678898149,181461.84
6,39.18504252302272,2.0,480.0,533.0,35.70511781906864,2,8,1964,1964,2,16.049574940745757,11.204495012747543,43.24625678898149,215890.78
5,38.62752435547844,0.0,0.0,1728.0,46.67476369843972,2,10,1962,2001,2,16.049574940745757,11.204495012747543,43.24625678898149,151709.55
5,46.24828218446748,2.0,400.0,1140.0,49.68923167025661,2,7,1952,2002,2,16.049574940745757,11.204495012747543,14.923808477528233,167596.2
6,36.47619105419067,2.0,470.0,782.0,33.10539628144062,2,6,1949,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,185178.88
6,30.072451863645476,1.0,315.0,1080.0,35.63863847705089,1,5,1966,2008,2,7.08229763200546,11.204495012747543,43.24625678898149,172155.1
5,37.095430133647945,2.0,576.0,1604.0,44.6806639538779,2,8,1958,1958,2,16.049574940745757,11.204495012747543,43.24625678898149,147127.0
7,35.46230726349147,2.0,620.0,1480.0,42.56320144026089,2,7,2003,2009,1,7.08229763200546,5.407762715750125,14.923808477528233,256127.67
5,30.331796169392753,1.0,308.0,1143.0,35.96945574171333,1,6,1959,1959,1,16.049574940745757,11.204495012747543,43.24625678898149,169646.0
5,31.386954012627502,1.0,312.0,1206.0,37.31796766837349,1,6,1959,1959,1,16.049574940745757,11.204495012747543,43.24625678898149,159650.0
6,36.78775869198255,2.0,440.0,1244.0,44.28109508457385,1,6,1959,1959,2,16.049574940745757,11.204495012747543,43.24625678898149,191892.88
4,33.427590716975075,1.0,263.0,832.0,28.061025055751603,1,5,1956,1956,2,16.049574940745757,11.204495012747543,43.24625678898149,137638.5
5,28.92695615740592,1.0,318.0,864.0,34.18049503907936,1,4,1952,1952,2,2.0802220739614103,11.204495012747543,43.24625678898149,140513.0
5,27.15309113980254,1.0,305.0,972.0,31.932563136218523,1,5,1955,1955,2,16.049574940745757,11.204495012747543,43.24625678898149,137256.75
5,27.4737141656563,1.0,264.0,988.0,32.337942314534146,1,5,1958,1958,2,16.049574940745757,11.204495012747543,43.24625678898149,127150.0
4,27.414014427187524,2.0,676.0,576.0,32.26242947092306,1,4,1920,1994,2,16.049574940745757,11.204495012747543,43.24625678898149,130638.55
6,31.678971288955406,1.0,280.0,816.0,27.57398476531794,1,5,1948,2004,2,16.049574940745757,11.204495012747543,43.24625678898149,141365.93
5,30.874402613380973,2.0,484.0,1175.0,36.66240716180811,1,6,1960,1960,1,16.049574940745757,11.204495012747543,43.24625678898149,170232.5
6,34.274573182808766,2.0,440.0,1395.0,41.028668562856794,1,7,1963,1984,1,16.049574940745757,11.204495012747543,43.24625678898149,177848.5
4,39.98257849859142,1.0,240.0,709.0,36.27472161219014,1,9,1900,1954,2,16.049574940745757,11.204495012747543,43.24625678898149,130469.75
5,26.4107013701893,0.0,0.0,936.0,30.99554023727237,1,5,1920,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,117092.25
5,33.57589392697418,2.0,551.0,1347.0,40.12819175033267,1,6,1957,1957,2,7.08229763200546,11.204495012747543,43.24625678898149,157834.55
6,32.10967324485434,1.0,240.0,827.0,27.909979386055895,1,6,1938,2000,2,2.0802220739614103,5.407762715750125,43.24625678898149,141032.84
5,37.46217984241585,1.0,240.0,1027.0,33.299784169618334,1,7,1948,2009,2,7.08229763200546,11.204495012747543,43.24625678898149,160830.89
5,32.01470206419773,1.0,315.0,1008.0,34.08668791658267,1,6,1920,1962,2,16.049574940745757,11.204495012747543,43.24625678898149,146644.02
2,24.07362416882506,2.0,780.0,678.0,28.061025055751603,1,5,1923,1970,2,16.049574940745757,1.7834581122710063,43.24625678898149,115053.32
8,36.60649271782642,1.0,288.0,930.0,30.835824271016083,2,7,1900,2003,2,7.08229763200546,11.204495012747543,14.923808477528233,267724.27
8,44.430597011685656,2.0,624.0,346.0,36.27472161219014,3,7,1890,2002,2,7.08229763200546,1.7834581122710063,14.923808477528233,307197.87
5,44.313825227663,0.0,0.0,840.0,35.63863847705089,2,12,1910,1950,2,2.0802220739614103,11.204495012747543,43.24625678898149,139166.55
6,35.32564960563223,2.0,624.0,738.0,29.119471907359063,1,6,1922,1994,2,16.049574940745757,1.7834581122710063,43.24625678898149,182847.48
5,37.19714331196783,1.0,363.0,988.0,33.37230588836533,1,7,1950,1997,2,16.049574940745757,11.204495012747543,43.24625678898149,156299.44
7,42.420063215873185,1.0,315.0,1108.0,36.3397063514655,1,8,1922,2005,2,7.08229763200546,5.407762715750125,43.24625678898149,264724.91
4,22.375126146894686,1.0,200.0,765.0,25.94366330624421,1,4,1925,1950,2,7.08229763200546,11.204495012747543,43.24625678898149,110972.25
6,30.141932119229526,1.0,240.0,608.0,19.849724137378097,1,5,1939,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,116285.0
6,31.22297192662591,2.0,576.0,572.0,28.537592513063004,1,6,1940,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,143638.21
5,35.09150547371316,1.0,240.0,835.0,31.494514955755946,1,7,1942,1950,2,7.08229763200546,11.204495012747543,43.24625678898149,142603.5
6,34.57368213306219,1.0,312.0,780.0,26.436358475058167,1,6,1948,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,140717.24
5,28.479749314469064,2.0,624.0,528.0,16.782552569153182,1,5,1936,1980,0,16.049574940745757,11.204495012747543,43.24625678898149,134897.5
5,36.21347991916338,2.0,480.0,928.0,30.78235063930749,2,7,1930,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,150175.13
6,29.000509385288808,1.0,288.0,1124.0,34.2739727956138,1,5,1923,1950,2,16.049574940745757,1.7834581122710063,43.24625678898149,129234.21
4,41.29360507583793,2.0,572.0,888.0,29.686952207395642,1,9,1915,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,147402.92
6,36.528395085606185,0.0,0.0,780.0,26.436358475058167,1,7,1912,2009,2,7.08229763200546,11.204495012747543,14.923808477528233,165304.73
6,33.233323265627185,1.0,180.0,662.0,22.182896919513794,1,6,1920,1993,2,16.049574940745757,11.204495012747543,43.24625678898149,147709.98
5,37.9839954494702,1.0,365.0,1422.0,45.83629516383432,2,8,1959,1959,2,16.049574940745757,5.407762715750125,43.24625678898149,149015.0
5,31.678971288955406,1.0,180.0,689.0,24.568516729226413,1,6,1917,1950,2,16.049574940745757,5.407762715750125,43.24625678898149,146925.18
5,34.23152524306875,0.0,0.0,1212.0,37.44314354561601,1,6,1915,1950,2,16.049574940745757,11.204495012747543,3.176181137068769,141055.61
6,26.04931691635864,1.0,231.0,600.0,19.474495775757788,1,5,1940,1950,2,16.049574940745757,1.7834581122710063,43.24625678898149,118111.25
4,40.434171850289935,0.0,0.0,707.0,31.154213446836636,1,7,1907,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,135520.25
5,38.045404296696965,2.0,450.0,856.0,30.99554023727237,2,7,1910,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,147214.58
4,39.84559557713105,0.0,0.0,1832.0,48.26524586952562,2,8,1967,1967,2,16.049574940745757,11.204495012747543,3.176181137068769,153354.54
5,25.459877185511417,1.0,416.0,864.0,29.79880419012917,1,5,1966,2008,2,7.08229763200546,11.204495012747543,43.24625678898149,161106.75
5,24.826908856094754,1.0,280.0,864.0,29.004279627926312,1,4,1968,1968,2,16.049574940745757,11.204495012747543,43.24625678898149,166244.25
5,33.956997819651015,2.0,591.0,1319.0,40.61916380175141,1,5,1978,1978,0,16.049574940745757,5.407762715750125,43.24625678898149,184209.6
5,34.91087045119167,2.0,480.0,720.0,24.3897487838727,1,7,1968,1968,2,16.049574940745757,11.204495012747543,43.24625678898149,163698.41
7,35.50315173988238,2.0,690.0,1420.0,42.616054495062336,1,4,1977,2001,1,16.049574940745757,5.407762715750125,14.923808477528233,255039.19
4,22.132499483983423,2.0,440.0,660.0,25.64230887455122,1,4,1927,1950,2,16.049574940745757,1.7834581122710063,43.24625678898149,111863.13
6,41.49891678630412,2.0,522.0,1117.0,35.39350380253523,2,8,1978,1992,0,7.08229763200546,5.407762715750125,43.24625678898149,234889.4
3,37.17175404585574,1.0,480.0,972.0,33.89807278029672,2,8,1938,1990,1,2.0802220739614103,11.204495012747543,43.24625678898149,157069.3
6,29.110328094462186,1.0,467.0,663.0,34.41357871626,1,6,1950,1987,2,7.08229763200546,11.204495012747543,43.24625678898149,145896.25
4,36.14735570034588,1.0,209.0,756.0,36.533767727028774,1,8,1947,1979,2,16.049574940745757,11.204495012747543,43.24625678898149,146081.79
5,30.824130693383616,1.0,366.0,1172.0,36.598160319115166,1,5,1954,1998,0,16.049574940745757,11.204495012747543,43.24625678898149,161846.0
7,35.84083086191945,2.0,572.0,1508.0,43.05322172645066,1,5,2009,2010,1,7.08229763200546,5.407762715750125,14.923808477528233,257127.97
5,32.839646362033506,2.0,504.0,1250.0,39.18110207224294,2,5,1964,1964,2,16.049574940745757,11.204495012747543,43.24625678898149,160568.66
7,34.813026006631134,2.0,528.0,1433.0,41.723761640505046,1,4,1987,1987,1,7.08229763200546,5.407762715750125,14.923808477528233,248917.57
6,39.500004578830236,4.0,1017.0,946.0,31.727385122624984,2,8,1993,1993,1,7.08229763200546,5.407762715750125,14.923808477528233,242440.47
7,31.64672150344466,2.0,615.0,1222.0,37.650577566777656,2,6,2010,2010,1,7.08229763200546,5.407762715750125,14.923808477528233,242116.01
6,34.98050998128681,2.0,484.0,676.0,28.03089831252525,2,6,1900,1993,2,16.049574940745757,1.7834581122710063,43.24625678898149,174194.23
5,27.011063942383704,2.0,580.0,870.0,31.75312505046752,1,4,1996,1996,2,16.049574940745757,5.407762715750125,43.24625678898149,179090.12
7,38.19218279679939,2.0,513.0,878.0,29.79880419012917,2,8,1997,1998,1,16.049574940745757,5.407762715750125,43.24625678898149,245057.4
5,28.21405060419343,1.0,308.0,1026.0,33.27556523087328,1,5,1977,2004,2,16.049574940745757,5.407762715750125,14.923808477528233,171256.25
5,25.101017953195683,2.0,484.0,876.0,29.348137410293226,1,5,1972,1972,2,16.049574940745757,11.204495012747543,43.24625678898149,165568.75
8,41.4666008867599,3.0,850.0,1978.0,50.38864331181007,2,8,2003,2003,1,7.08229763200546,5.407762715750125,14.923808477528233,392481.69
7,42.730800263233974,2.0,621.0,1040.0,33.70810128674477,2,9,1997,1997,0,7.08229763200546,5.407762715750125,14.923808477528233,290207.14
6,24.454463507487663,2.0,420.0,848.0,28.537592513063004,1,4,2003,2003,0,7.08229763200546,5.407762715750125,14.923808477528233,181479.1
3,18.585400430400654,1.0,240.0,0.0,21.270434695297308,1,5,1945,2007,2,16.049574940745757,11.204495012747543,43.24625678898149,79856.6
5,27.553019913140382,1.0,319.0,381.0,32.438276613857674,1,6,1954,1954,2,16.049574940745757,1.7834581122710063,43.24625678898149,147289.75
5,31.22297192662591,1.0,336.0,1196.0,37.108128273962635,1,6,1968,1968,1,16.049574940745757,5.407762715750125,43.24625678898149,172148.24
4,29.9327772053223,2.0,480.0,744.0,26.82234105032851,1,5,1948,1950,2,2.0802220739614103,11.204495012747543,43.24625678898149,127440.47
6,29.507881953425684,1.0,352.0,1008.0,34.91935229906583,1,5,1975,1975,2,16.049574940745757,11.204495012747543,43.24625678898149,171803.8
4,26.908944414000707,0.0,0.0,960.0,31.624157617723558,1,5,1958,1958,2,16.049574940745757,11.204495012747543,43.24625678898149,125349.75
5,32.80907256580566,1.0,260.0,1107.0,39.141813314440746,2,5,1924,1999,2,2.0802220739614103,11.204495012747543,43.24625678898149,153882.91
6,24.64170510415302,2.0,399.0,856.0,28.772136226930527,1,4,1939,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,127977.91666666666
4,47.929067753790214,0.0,0.0,0.0,28.94646515438297,3,10,1967,1967,2,16.049574940745757,11.204495012747543,43.24625678898149,148835.54
5,37.87308312974427,0.0,0.0,894.0,29.8545304819095,1,7,1931,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,145814.24
7,43.089070463878805,1.0,312.0,1528.0,37.712520681905374,1,8,1941,1985,2,16.049574940745757,5.407762715750125,14.923808477528233,257256.16
5,43.53318283104865,2.0,484.0,1032.0,35.055666252108864,2,11,1950,1991,2,16.049574940745757,11.204495012747543,43.24625678898149,157359.15
7,37.69957938632447,2.0,473.0,423.0,29.910124788266067,2,6,1994,2007,1,7.08229763200546,5.407762715750125,43.24625678898149,250992.09
8,28.366325202356062,2.0,598.0,982.0,33.46868840651239,1,4,1989,1989,0,7.08229763200546,5.407762715750125,14.923808477528233,263104.87
8,31.140501530772166,2.0,531.0,1191.0,37.00263206031708,2,5,1989,1989,2,7.08229763200546,5.407762715750125,14.923808477528233,260671.59
2,14.497922603400704,1.0,200.0,480.0,16.320130362448594,1,4,1941,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,92831.98
6,29.70373640072982,1.0,625.0,629.0,24.639569771042513,1,5,1921,1975,2,16.049574940745757,11.204495012747543,43.24625678898149,129635.92
4,26.74436641902827,1.0,330.0,756.0,31.416401208897913,1,5,1896,1950,1,16.049574940745757,11.204495012747543,3.176181137068769,122713.61
8,37.62485331019724,2.0,525.0,1594.0,45.36891416893039,2,5,2004,2005,0,7.08229763200546,0.0,14.923808477528233,300001.84
8,40.79005882206209,3.0,741.0,1049.0,33.516746488885644,2,8,1998,1999,2,7.08229763200546,5.407762715750125,14.923808477528233,360972.55
6,32.64015609854147,2.0,473.0,1243.0,38.9248065403963,2,6,1977,1977,2,7.08229763200546,11.204495012747543,43.24625678898149,181304.5
6,42.21098266213458,2.0,776.0,1958.0,51.36626162954087,3,9,1976,1976,2,16.049574940745757,11.204495012747543,43.24625678898149,212270.79
7,33.56110739115954,3.0,660.0,1336.0,40.109152389102015,2,6,2008,2008,0,7.08229763200546,5.407762715750125,14.923808477528233,282502.69
7,31.517233531653403,2.0,520.0,1214.0,37.48474897250455,2,6,2009,2010,1,7.08229763200546,5.407762715750125,14.923808477528233,237701.48
5,34.96659860417706,2.0,400.0,384.0,25.233443008133108,2,7,2006,2007,0,16.049574940745757,5.407762715750125,43.24625678898149,188039.6
5,32.31402958071025,2.0,528.0,1068.0,38.50611512524437,1,7,1965,1977,2,16.049574940745757,11.204495012747543,43.24625678898149,164982.15
5,34.7709670133943,2.0,624.0,1430.0,41.66943257256744,2,7,2004,2005,1,7.08229763200546,0.0,43.24625678898149,188803.93
5,33.53150524674194,2.0,686.0,1344.0,40.0710384788646,2,7,1999,1999,2,16.049574940745757,5.407762715750125,43.24625678898149,174291.13
5,26.599138783875325,1.0,253.0,945.0,31.233164778370785,1,5,1973,1973,1,16.049574940745757,5.407762715750125,43.24625678898149,165732.15
4,29.43618592433263,0.0,0.0,546.0,16.668390341674286,1,5,1970,1970,2,16.049574940745757,11.204495012747543,43.24625678898149,144328.87
4,29.43618592433263,0.0,0.0,546.0,16.668390341674286,1,5,1970,1970,2,16.049574940745757,11.204495012747543,43.24625678898149,144328.87
4,29.43618592433263,1.0,286.0,546.0,16.668390341674286,1,5,1972,1972,2,16.049574940745757,11.204495012747543,43.24625678898149,151662.87
5,25.055634726174016,1.0,352.0,864.0,29.29118349187187,1,5,1971,2004,2,16.049574940745757,11.204495012747543,43.24625678898149,163762.25
5,24.09768204589536,2.0,495.0,833.0,28.091110908978447,1,5,1984,1984,2,7.08229763200546,5.407762715750125,43.24625678898149,171632.37
5,45.98207241945759,2.0,616.0,1216.0,37.52629485688325,4,10,1985,1986,2,16.049574940745757,11.204495012747543,43.24625678898149,179836.25
5,32.46993346089413,2.0,576.0,624.0,20.575177308431222,1,6,1991,1991,2,16.049574940745757,5.407762715750125,43.24625678898149,172165.79
5,35.44867683490946,1.0,275.0,864.0,29.004279627926312,2,8,1969,1969,0,16.049574940745757,11.204495012747543,43.24625678898149,159987.15
8,39.511597536961304,2.0,482.0,1679.0,47.82869022100233,2,6,1994,1995,2,7.08229763200546,5.407762715750125,14.923808477528233,296925.44
6,39.44196298086763,2.0,616.0,1152.0,36.16607908458148,2,7,1993,1994,0,7.08229763200546,5.407762715750125,14.923808477528233,236527.21
6,25.236458597257087,1.0,502.0,882.0,29.51816258120914,1,5,1956,1956,2,16.049574940745757,1.7834581122710063,43.24625678898149,156787.25
6,34.82702886374189,2.0,528.0,1434.0,41.741850921001294,2,7,1974,1974,1,16.049574940745757,11.204495012747543,43.24625678898149,187201.48
6,37.14633880738287,2.0,470.0,945.0,31.233164778370785,2,7,1997,1997,0,16.049574940745757,5.407762715750125,43.24625678898149,219396.76
8,44.57591220256398,3.0,632.0,1008.0,32.83570086125059,2,9,2003,2003,0,7.08229763200546,5.407762715750125,14.923808477528233,356124.13
7,37.39933071883476,2.0,390.0,384.0,31.57238212043193,2,7,1996,1997,0,16.049574940745757,5.407762715750125,43.24625678898149,247695.4
8,46.80078752824783,2.0,564.0,2208.0,57.42781785772617,2,8,2004,2005,0,7.08229763200546,0.0,14.923808477528233,311862.58
8,35.435038585190135,2.0,495.0,1418.0,42.527918600080255,2,5,1998,1998,0,16.049574940745757,5.407762715750125,43.24625678898149,281510.81
8,38.69936908975212,2.0,528.0,1587.0,46.76845022312382,2,6,1995,1996,1,7.08229763200546,5.407762715750125,14.923808477528233,297921.64
7,34.087447079647255,2.0,396.0,384.0,25.472949500638112,2,7,1998,1998,0,16.049574940745757,5.407762715750125,14.923808477528233,231365.2
6,37.499813678772526,2.0,440.0,952.0,31.416401208897913,2,7,1998,1999,0,16.049574940745757,5.407762715750125,14.923808477528233,223282.46
6,35.94789096782937,2.0,409.0,707.0,23.91710135240994,2,7,1994,1995,0,7.08229763200546,5.407762715750125,43.24625678898149,212321.9
6,31.123968683346334,2.0,430.0,1181.0,36.98148620269765,2,6,1993,1993,2,7.08229763200546,5.407762715750125,43.24625678898149,195662.5
5,40.98820823732423,2.0,567.0,1122.0,31.259425369391423,2,6,1977,1977,2,16.049574940745757,5.407762715750125,43.24625678898149,175132.62
7,42.23196101166157,2.0,529.0,832.0,36.209586501574975,2,8,1978,1978,1,7.08229763200546,5.407762715750125,43.24625678898149,260703.2
6,37.93476105907368,2.0,484.0,1427.0,45.772198856981454,2,7,1978,1986,1,16.049574940745757,11.204495012747543,43.24625678898149,216774.6
7,48.12757369685649,2.0,441.0,1043.0,43.58741338119151,2,9,1980,1991,1,7.08229763200546,5.407762715750125,43.24625678898149,273917.01
6,38.37447527355883,2.0,479.0,1140.0,46.34490921812336,2,7,1978,1998,0,16.049574940745757,11.204495012747543,43.24625678898149,217997.64
7,40.434171850289935,2.0,581.0,926.0,33.0321225948585,2,7,2003,2003,1,0.0,5.407762715750125,14.923808477528233,274883.61
8,40.32198582742312,2.0,588.0,1058.0,34.039659849535255,2,7,2000,2001,0,7.08229763200546,5.407762715750125,14.923808477528233,294008.03
8,39.6041578561313,2.0,565.0,972.0,31.932563136218523,2,7,2002,2002,1,7.08229763200546,5.407762715750125,14.923808477528233,280616.53
5,37.31107545921326,2.0,478.0,1621.0,44.96089717710809,2,7,1975,1975,1,16.049574940745757,5.407762715750125,43.24625678898149,179736.29
6,29.862578491726307,2.0,528.0,1116.0,35.37111033926193,2,6,1974,1974,1,16.049574940745757,11.204495012747543,43.24625678898149,181940.0
7,31.173528377763873,2.0,506.0,1176.0,37.04487706713577,2,5,1975,1975,2,16.049574940745757,11.204495012747543,43.24625678898149,206044.57
5,30.957921589056337,2.0,477.0,1180.0,36.76916377647443,1,6,1970,1970,1,16.049574940745757,11.204495012747543,43.24625678898149,173297.24
5,28.66733044662931,1.0,336.0,1043.0,33.85070810325624,1,6,1971,1971,2,16.049574940745757,5.407762715750125,43.24625678898149,170770.37
4,24.826908856094754,2.0,576.0,864.0,29.004279627926312,1,5,1970,1970,2,16.049574940745757,11.204495012747543,43.24625678898149,161969.75
4,24.826908856094754,2.0,576.0,864.0,29.004279627926312,1,5,1971,2006,2,16.049574940745757,11.204495012747543,43.24625678898149,165886.12
6,27.453835343173793,1.0,264.0,483.0,12.427772651098337,1,5,1973,1973,2,16.049574940745757,11.204495012747543,43.24625678898149,144370.75
6,27.453835343173793,1.0,288.0,483.0,12.427772651098337,1,5,1972,1972,2,16.049574940745757,11.204495012747543,43.24625678898149,144764.75
